ConnGroup,dropped_train_group,Model,N,Pos,AP_new,LogLoss_new,Brier_new,ROC_new,AP_orig,LogLoss_orig,Brier_orig,ROC_orig,diff_AP,diff_LogLoss,diff_Brier,diff_ROC
10,1,ME2,677,358,0.599689315707932,0.692824394493732,0.24986368992097,0.582870702789793,0.598961082098987,0.693238010245069,0.250058725714968,0.582485420570568,0.000728233608944584,-0.000413615751337471,-0.000195035793998072,0.000385282219225513
11,1,ME2,1193,375,0.365256303056515,0.666468775757272,0.236967711079156,0.546136919315403,0.366174653072298,0.662804401793566,0.23520602674111,0.549132844335778,-0.000918350015782721,0.00366437396370578,0.00176168433804605,-0.0029959250203746
12,1,ME2,303,228,0.715818859221255,1.04959237187125,0.410086492069317,0.417017543859649,0.715818859221255,1.0527365246882,0.411194576525907,0.417017543859649,0,-0.00314415281695313,-0.00110808445658989,1.11022302462516e-16
13,1,ME2,175,86,0.63835468867811,0.698116711394414,0.252393343890841,0.644107656127515,0.63835468867811,0.70065417854977,0.253594132859692,0.644107656127515,-4.44089209850063e-16,-0.00253746715535619,-0.0012007889688509,0
14,1,ME2,177,28,0.292554678123871,0.591582889132973,0.200421785969867,0.601629913710451,0.292554678123871,0.586498528534607,0.198015014246776,0.601629913710451,2.22044604925031e-16,0.00508436059836626,0.00240677172309081,-4.44089209850063e-16
15,1,ME2,627,384,0.644200715363597,0.837926119864139,0.316660226241963,0.517221793552812,0.643564451934811,0.843331656820639,0.318885310967372,0.516160836762689,0.000636263428786199,-0.00540553695649981,-0.00222508472540878,0.00106095679012308
16,1,ME2,193,90,0.640295909123075,0.66473292906786,0.23600036461797,0.651887810140237,0.640295909123075,0.664521088338737,0.235902506765947,0.651887810140237,1.11022302462516e-16,0.000211840729123391,9.78578520229867e-05,3.33066907387547e-16
17,1,ME2,287,141,0.609694672081817,0.684348700945672,0.245570032414734,0.603711260079666,0.609694672081817,0.68488295033684,0.245820605709397,0.603711260079666,-1.11022302462516e-16,-0.000534249391168418,-0.000250573294663298,-2.22044604925031e-16
18,1,ME2,432,230,0.594957228523913,0.768150885051476,0.285112536642527,0.557942315970728,0.594957228523913,0.774006721419936,0.287649119665135,0.557942315970728,1.11022302462516e-16,-0.00585583636845954,-0.00253658302260784,-4.44089209850063e-16
19,1,ME2,323,172,0.681281213672649,0.719299572273277,0.262370731133761,0.623556137378716,0.681281213672649,0.721568397251319,0.263409554268042,0.623556137378716,-5.55111512312578e-16,-0.00226882497804226,-0.0010388231342815,-4.44089209850063e-16
2,1,ME_P,280,21,0.664617351973745,0.495260585339327,0.161862617505011,0.923515352086781,0.662189103945433,0.491659150396886,0.160622837328073,0.92388306674021,0.00242824802831243,0.00360143494244092,0.00123978017693765,-0.00036771465342933
3,1,ME_P,146,39,0.632448914043859,0.590011901587334,0.202793986925899,0.807093218308172,0.637367803369133,0.591494652945118,0.203226191025108,0.806853582554517,-0.00491888932527362,-0.0014827513577842,-0.000432204099209466,0.000239635753654599
4,1,ME_P,146,25,0.502836898884399,0.548290999068701,0.186123123226784,0.772561983471074,0.522462982469667,0.546116454535335,0.185514465042654,0.775206611570248,-0.0196260835852685,0.00217454453336652,0.000608658184130112,-0.00264462809917354
5,1,ME_P,228,8,0.283889317550056,0.553253355216435,0.188320219853387,0.809090909090909,0.310782340757036,0.555375279516176,0.189584020516142,0.805681818181818,-0.0268930232069802,-0.00212192429974067,-0.00126380066275489,0.00340909090909103
6,1,ME_P,276,5,0.0470146728138875,0.571879060124775,0.196127648243821,0.71660516605166,0.0486234180549762,0.568377411539884,0.194662216158458,0.719557195571956,-0.00160874524108868,0.0035016485848911,0.00146543208536304,-0.0029520295202955
7,1,ME_P,561,257,0.824674712118287,0.54319170378232,0.180786733024735,0.82624667212779,0.822408560812974,0.545021957546932,0.181782846085472,0.824352344869957,0.0022661513053126,-0.00183025376461243,-0.00099611306073677,0.00189432725783323
8,1,ME_P,320,157,0.824108711759564,0.570584771402695,0.192077854072296,0.799069985541792,0.821638018584694,0.575740355172383,0.194339120457988,0.796569106326443,0.00247069317486959,-0.00515558376968839,-0.00226126638569182,0.00250087921534903
9,1,ME_P,288,82,0.642956160569907,0.517494651093939,0.169745424452837,0.792150130239167,0.646098737686954,0.515205835639023,0.16870867908056,0.794873312810798,-0.00314257711704713,0.00228881545491622,0.00103674537227699,-0.00272318257163151
10,1,ME_P,677,358,0.923853916056057,0.485413436183601,0.156101553620012,0.92052678587065,0.926074694130088,0.485354187957101,0.15620999844456,0.922251799443092,-0.00222077807403154,5.92482265003302e-05,-0.00010844482454761,-0.0017250135724417
11,1,ME_P,1193,375,0.56320354905441,0.625115848400787,0.217357732600414,0.712180929095355,0.565185572253852,0.617602649693974,0.214256996406054,0.713220863895681,-0.00198202319944252,0.00751319870681277,0.00310073619435952,-0.00103993480032638
