Model,Tuning,InnerMeanGroupMAE,OuterConnGroup
GO6_ridge,1,9.77073087765245,13
GO6_ridge,30,9.77584007673163,13
Core4_ridge,30,9.7843246663794,13
Core4_ridge,10,9.78852904994471,13
GO6_knn,5,9.90135709877294,13
Core4_ridge,1,9.98861624974048,13
GO6_knn,7,10.0173792460621,13
GO6_huber,1,10.1430346344997,13
Core4_huber,1,10.1461599345892,13
GO6_huber,0.3,10.1833324543894,13
Core4_huber,0.3,10.1925083396908,13
Core4_huber,0.03,10.22018111202,13
MedianBaseline,0,10.2463572660937,13
GO6_huber,0.03,10.2615245737525,13
GO6_huber,0.1,10.268872600369,13
Core4_huber,0.1,10.2883647266123,13
All16_ridge,3,10.3227107776261,13
Core4_ridge,0.3,10.4476190532577,13
Mechanism10_ridge,3,10.5870585507747,13
RNA128_knn,7,10.7193422901906,13
Core4_ridge,0.1,10.9124924873935,13
GO6_ridge,0.3,11.5154024871609,13
BalancedMedianBaseline,0,11.5395330649244,13
RNA128_knn,5,11.7543422755448,13
Mechanism10_ridge,1,11.896975986709,13
All16_ridge,1,12.0893227314326,13
GO6_knn,3,12.4029005272013,13
Mechanism10_ridge,0.3,12.6572896875562,13
Mechanism10_ridge,0.1,12.6601217069299,13
GO6_ridge,0.1,13.5667971304034,13
RNA128_knn,3,13.6523479431895,13
All16_ridge,0.3,14.1653927537306,13
All16_ridge,0.1,15.5501972374324,13
All16_ridge,10,8.53193553840754,14
Mechanism10_ridge,30,8.66051905215769,14
Mechanism10_ridge,10,8.85761297922577,14
All16_ridge,30,8.85830377696991,14
GO6_huber,0.01,9.04722030988834,14
GO6_ridge,10,9.05170574768997,14
MedianBaseline,0,9.06041607282995,14
Core4_ridge,10,9.0612126314442,14
Core4_huber,0.03,9.07875712252022,14
Mechanism10_ridge,100,9.11888279460407,14
GO6_ridge,3,9.13195095096452,14
Core4_ridge,30,9.19799698073587,14
All16_ridge,100,9.20074293862452,14
GO6_huber,0.03,9.21762025362597,14
GO6_ridge,30,9.27555941955198,14
Core4_ridge,100,9.31540615460223,14
GO6_ridge,1,9.34501790518766,14
GO6_ridge,100,9.34766204313384,14
Core4_huber,0.01,9.40624072194255,14
Core4_huber,0.1,9.44474141654808,14
Core4_ridge,3,9.51695758228528,14
Core4_huber,0.3,9.56402507681094,14
GO6_huber,0.1,9.56420952619605,14
Core4_huber,1,9.60268125433508,14
GO6_huber,0.3,9.60885660434851,14
GO6_huber,1,9.61756798138322,14
GO6_knn,7,9.62113044190801,14
All16_ridge,3,9.66034692704434,14
Core4_ridge,1,9.90976328100366,14
GO6_knn,3,9.98693939976246,14
Mechanism10_ridge,3,10.0155281908286,14
Mechanism10_ridge,0.1,10.0262094423064,14
Core4_ridge,0.3,10.3786503506231,14
GO6_ridge,0.3,10.4552883804042,14
GO6_knn,5,10.4872182659302,14
Core4_ridge,0.1,10.7596151283158,14
Mechanism10_ridge,0.3,10.762978931504,14
Mechanism10_ridge,1,10.7645126612899,14
RNA128_knn,7,10.9839321271783,14
All16_ridge,1,11.0224916432214,14
BalancedMedianBaseline,0,11.035556359321,14
GO6_ridge,0.1,11.4995445373547,14
RNA128_knn,5,11.6834431681632,14
All16_ridge,0.3,12.3187365077825,14
All16_ridge,0.1,13.1430917491433,14
RNA128_knn,3,13.4044299628369,14
Mechanism10_ridge,30,8.65350092563988,15
All16_ridge,10,8.75687312396419,15
Mechanism10_ridge,10,8.94010605502785,15
All16_ridge,30,8.94917249170631,15
MedianBaseline,0,9.15233676620763,15
Mechanism10_ridge,100,9.17253774914301,15
All16_ridge,100,9.28885218523862,15
Core4_huber,0.01,9.4264753713854,15
Core4_ridge,100,9.49121206120147,15
GO6_ridge,100,9.49294039908755,15
GO6_ridge,3,9.5004059592084,15
Core4_ridge,30,9.52654995187301,15
GO6_ridge,30,9.52806810903817,15
GO6_ridge,10,9.53574061182975,15
Core4_ridge,10,9.54178749966107,15
GO6_huber,0.01,9.58824083410884,15
Core4_ridge,3,9.6526671162801,15
Core4_huber,1,9.75022206320596,15
GO6_huber,1,9.75127361705481,15
Core4_huber,0.3,9.78810027643447,15
Core4_huber,0.03,9.78986315739155,15
GO6_huber,0.3,9.79252140657614,15
GO6_huber,0.03,9.86006392841871,15
